aX,aY,aZ,gX,gY,gZ
-0.476,-0.271,0.735,-1.831,11.902,7.568
-0.485,-0.276,0.704,7.141,6.653,4.761
-0.481,-0.276,0.801,17.273,2.258,1.526
-0.467,-0.283,0.878,26.672,9.216,-4.395
-0.437,-0.254,0.969,23.132,11.658,-3.601
-0.427,-0.231,0.973,11.108,5.127,1.709
-0.427,-0.195,0.941,8.484,-0.977,4.028
-0.444,-0.224,0.925,13.245,-11.047,2.686
-0.481,-0.292,0.898,13.977,-10.315,0.427
-0.486,-0.303,0.899,10.132,-0.366,-6.348
-0.414,-0.264,0.952,6.958,6.104,-10.010
-0.365,-0.234,0.977,3.174,8.911,-10.681
-0.310,-0.194,1.011,3.540,4.761,-8.179
-0.327,-0.208,0.972,4.272,-3.479,-0.854
-0.357,-0.225,0.926,5.737,-5.066,2.014
-0.410,-0.264,0.882,6.897,-4.456,0.793
-0.415,-0.275,0.893,6.470,-2.197,-1.343
-0.377,-0.249,0.924,1.831,3.967,-4.639
-0.351,-0.228,0.924,-0.732,3.052,-2.808
-0.338,-0.203,0.882,-1.587,1.160,0.427
-0.352,-0.202,0.855,0.305,-2.869,6.042
-0.401,-0.225,0.841,1.831,-3.174,7.263
-0.421,-0.231,0.844,1.038,0.549,6.592
-0.430,-0.248,0.848,0.793,2.014,5.737
-0.433,-0.268,0.859,1.587,0.061,3.845
-0.417,-0.271,0.857,0.732,-0.793,2.441
-0.398,-0.250,0.846,0.366,-2.258,1.770
-0.388,-0.229,0.848,2.930,-5.371,2.380
-0.397,-0.233,0.858,7.141,-9.216,3.601
-0.413,-0.244,0.866,5.493,-6.348,4.150
-0.411,-0.246,0.858,1.892,-0.061,4.272
-0.411,-0.264,0.850,1.892,0.549,3.906
-0.414,-0.275,0.850,0.366,3.235,3.357
-0.404,-0.268,0.847,-0.244,4.272,2.808
-0.400,-0.251,0.853,0.671,2.502,2.014
-0.396,-0.255,0.872,1.160,1.526,2.441
-0.400,-0.272,0.870,1.221,-1.648,3.174
-0.430,-0.295,0.836,1.526,-4.089,3.235
-0.440,-0.286,0.815,3.113,-3.784,1.343
-0.437,-0.277,0.820,4.517,-1.160,0.122
-0.427,-0.273,0.855,7.202,3.479,-1.404
-0.419,-0.278,0.873,6.226,6.226,-2.502
-0.414,-0.284,0.891,4.028,6.775,-2.136
-0.410,-0.274,0.886,0.977,6.653,-1.221
-0.419,-0.273,0.856,-2.686,4.211,1.282
-0.427,-0.281,0.856,-2.258,3.845,2.075
-0.429,-0.286,0.869,1.526,4.089,0.061
-0.413,-0.272,0.906,3.052,3.418,-1.282
-0.388,-0.254,0.943,2.869,2.197,-2.136
-0.378,-0.253,0.952,-1.465,0.549,0.671
-0.383,-0.259,0.927,-3.845,-1.831,2.930
-0.397,-0.258,0.892,-5.249,-5.127,4.883
-0.445,-0.282,0.817,-4.089,-9.949,6.836
-0.466,-0.309,0.801,0.977,-7.385,2.319
-0.452,-0.317,0.827,1.892,-3.418,-1.038
-0.425,-0.293,0.848,0.427,1.892,-4.028
-0.376,-0.244,0.884,-0.061,1.221,-3.174
-0.372,-0.239,0.889,0.916,-4.761,1.831
-0.420,-0.267,0.867,1.404,-7.019,3.784
-0.441,-0.283,0.846,0.916,-3.662,2.625
-0.452,-0.284,0.826,1.343,0.366,0.122
-0.439,-0.279,0.840,3.357,6.897,-4.761
-0.397,-0.270,0.897,3.357,8.362,-5.432
-0.384,-0.268,0.916,2.258,4.150,-3.113
-0.374,-0.254,0.912,1.160,0.854,-1.465
-0.377,-0.250,0.893,0.000,-2.991,1.160
-0.405,-0.250,0.859,0.366,-3.540,1.770
-0.417,-0.259,0.855,1.709,-0.977,1.160
-0.418,-0.287,0.875,1.526,1.099,0.244
-0.410,-0.287,0.884,-0.549,2.930,-1.160
-0.395,-0.264,0.890,-1.526,2.808,-1.160
-0.389,-0.255,0.892,-2.625,2.869,-0.244
-0.386,-0.258,0.896,-2.563,2.136,0.610
-0.394,-0.265,0.891,-3.296,-0.366,1.953
-0.411,-0.268,0.874,-4.333,0.427,1.953
-0.406,-0.268,0.870,-5.249,4.089,0.793
-0.390,-0.271,0.864,-4.883,3.723,0.671
-0.389,-0.270,0.858,-3.296,-0.610,1.221
-0.406,-0.264,0.840,-2.136,-1.892,1.648
-0.416,-0.271,0.845,0.366,-0.610,1.221
-0.416,-0.275,0.877,0.122,1.465,0.549
-0.408,-0.268,0.892,-1.892,5.188,-0.305
-0.389,-0.255,0.904,-2.625,5.249,-0.305

-1.058,0.654,0.931,-19.165,-33.081,3.357
-1.109,0.721,0.887,-20.569,-49.744,4.028
-1.156,0.853,0.825,-23.804,-47.302,5.737
-1.120,0.941,0.780,-30.334,-34.058,12.512
-1.097,0.967,0.766,-36.621,-28.809,24.231
-1.099,0.963,0.679,-41.443,-26.855,33.203
-1.126,0.955,0.607,-53.223,-17.273,55.603
-1.248,0.868,0.360,-49.622,-9.827,59.204
-1.340,0.789,0.246,15.869,-24.170,18.311
-1.379,0.550,0.211,70.984,-44.678,-19.165
-1.314,0.391,0.268,151.367,-50.232,-73.425
-1.058,0.092,0.397,156.006,-29.419,-81.909
-0.861,-0.018,0.398,108.704,21.179,-71.289
-0.375,-0.273,0.247,79.651,41.870,-55.115
-0.132,-0.537,0.114,54.443,84.290,-14.648
0.163,-1.391,-0.206,69.519,105.347,-15.930
0.616,-1.734,0.082,184.387,114.868,-127.625
0.963,-1.685,0.546,302.307,117.126,-198.914
1.337,-1.525,1.661,299.438,129.028,-172.974
1.295,-1.415,1.860,249.329,129.395,-124.329
1.114,-1.279,1.759,118.835,18.555,-24.170
0.345,-1.171,1.026,96.558,-54.138,2.686
-0.430,-1.104,0.716,147.949,-113.647,-16.602
-0.517,-1.055,0.850,141.235,4.700,-70.862
-0.063,-0.690,1.181,89.050,92.102,-85.266
0.211,-0.391,1.319,7.202,155.334,-79.102
0.431,0.013,1.526,-1.282,124.878,-57.373
0.367,0.007,1.470,-1.770,18.311,9.094
-0.044,-0.324,1.073,-7.202,-26.367,38.635
-0.286,-0.507,0.844,-27.466,-45.471,62.805
-0.535,-0.727,0.560,-30.273,-33.386,54.687
-0.445,-0.627,0.493,-17.151,-23.437,15.930
-0.367,-0.499,0.504,2.136,-23.865,-10.620
-0.249,-0.296,0.640,8.972,-14.221,-13.550
-0.229,-0.279,0.749,9.644,11.902,-2.319
-0.219,-0.335,0.922,4.700,18.616,5.676
-0.221,-0.350,0.954,-3.601,6.775,14.709
-0.270,-0.330,0.859,-5.188,-2.991,16.357
-0.314,-0.314,0.795,1.282,-10.742,18.677
-0.381,-0.359,0.760,8.301,-9.705,16.785
-0.391,-0.366,0.781,16.602,-11.169,10.986
-0.393,-0.368,0.901,17.029,-11.597,8.362
-0.384,-0.375,0.950,5.127,2.441,6.042
-0.362,-0.345,1.008,-5.615,8.545,7.751
-0.356,-0.330,1.010,-20.508,5.432,15.503
-0.383,-0.321,0.916,-21.912,-1.953,20.020
-0.422,-0.343,0.851,-11.169,-15.930,23.437
-0.500,-0.404,0.803,-2.258,-17.090,19.958
-0.510,-0.411,0.846,6.042,-3.784,4.822
-0.444,-0.387,0.983,1.404,8.484,-2.380
-0.372,-0.357,1.033,-18.005,28.137,-6.226
-0.263,-0.293,1.025,-24.597,25.146,-2.258
-0.315,-0.295,0.920,-19.348,-3.723,9.460
-0.370,-0.330,0.878,-11.475,-15.869,11.780
-0.414,-0.358,0.851,-1.099,-17.090,5.310
-0.419,-0.347,0.845,-1.587,-9.888,0.000
-0.390,-0.324,0.858,-8.301,5.554,-5.188
-0.335,-0.283,0.891,-9.888,8.301,-4.944
-0.360,-0.282,0.863,-7.629,0.305,0.671
-0.392,-0.290,0.851,-4.517,-4.761,3.479
-0.407,-0.288,0.875,0.854,-3.723,0.916
-0.391,-0.276,0.903,1.038,1.465,-2.258
-0.370,-0.263,0.931,-2.197,9.888,-5.798
-0.334,-0.240,0.950,-4.700,10.376,-5.127
-0.325,-0.237,0.901,-6.836,3.052,-1.160
-0.335,-0.248,0.870,0.244,-8.240,0.671
-0.370,-0.273,0.841,3.662,-10.193,-0.305
-0.374,-0.277,0.839,3.357,-2.136,-3.723
-0.349,-0.259,0.861,2.014,3.845,-4.761
-0.327,-0.245,0.886,1.099,8.118,-5.249
-0.303,-0.242,0.924,0.183,7.568,-3.479
-0.305,-0.250,0.927,-0.427,4.456,-1.587
-0.323,-0.252,0.910,-1.038,-0.549,1.282
-0.326,-0.255,0.903,-0.183,-0.244,0.977
-0.327,-0.269,0.896,-0.671,1.221,0.305
-0.326,-0.271,0.898,-0.977,2.869,-1.648
-0.318,-0.267,0.914,-0.183,2.197,-2.441
-0.315,-0.265,0.922,-0.977,2.014,-1.343
-0.313,-0.262,0.919,-2.625,2.563,0.183
-0.315,-0.260,0.909,-4.211,0.977,3.113
-0.324,-0.263,0.883,-2.625,-1.648,3.418
-0.330,-0.267,0.882,0.977,-3.540,2.014
-0.335,-0.281,0.901,0.000,-0.916,1.099
-0.327,-0.275,0.909,-5.249,5.859,0.000
-0.297,-0.248,0.924,-6.226,6.897,0.488
-0.288,-0.251,0.933,-4.700,3.357,3.906
-0.304,-0.277,0.943,-4.456,0.061,5.859
-0.333,-0.296,0.936,-8.789,-3.174,7.812
-0.336,-0.299,0.927,-12.085,-2.136,7.385
-0.324,-0.283,0.914,-16.663,2.625,4.639
-0.313,-0.265,0.914,-17.212,4.089,3.540
-0.301,-0.233,0.885,-16.296,-0.366,5.066
-0.316,-0.245,0.856,-10.925,-12.512,9.583
-0.369,-0.289,0.818,-8.118,-15.320,9.949
-0.388,-0.301,0.813,-7.202,-13.550,8.789
-0.392,-0.302,0.823,-9.766,-1.221,5.188
-0.379,-0.288,0.837,-9.399,7.324,0.977
-0.348,-0.248,0.891,-6.836,7.812,-0.488
-0.338,-0.236,0.926,-3.845,6.409,-0.916
-0.335,-0.230,0.957,-1.892,-0.916,1.404
-0.348,-0.254,0.962,-3.235,-5.310,3.113
-0.363,-0.263,0.896,-6.775,-9.277,5.127
-0.360,-0.259,0.872,-3.845,-6.042,1.648
-0.340,-0.243,0.889,-1.953,-2.625,-0.305
-0.330,-0.239,0.910,-1.953,3.418,-0.061
-0.329,-0.234,0.943,-2.747,3.967,0.854
-0.336,-0.233,0.947,-3.967,0.610,1.160
-0.343,-0.250,0.927,-4.700,-0.610,1.221
-0.347,-0.254,0.907,-5.249,-0.671,0.854
-0.344,-0.235,0.881,-3.662,-0.488,-0.427
-0.335,-0.228,0.885,0.793,0.732,-2.258
-0.323,-0.230,0.908,1.404,2.014,-1.465
-0.325,-0.235,0.917,0.732,2.930,1.343
-0.338,-0.249,0.929,-0.183,2.808,2.319
-0.342,-0.249,0.924,-1.892,1.587,2.258
-0.347,-0.242,0.897,-1.770,0.916,1.465
-0.352,-0.244,0.885,-0.122,1.587,-0.488
-0.350,-0.250,0.885,1.038,2.380,-1.526
-0.342,-0.255,0.898,2.258,4.211,-2.441

-1.094,0.637,1.242,-5.310,0.061,2.014
-1.132,0.705,1.288,-22.644,-21.545,-0.610
-1.182,0.803,1.221,-33.203,-42.542,0.488
-1.216,0.841,1.077,-63.660,-72.144,9.888
-1.226,0.937,0.740,-81.238,-65.247,15.381
-1.199,0.986,0.586,-97.839,-24.475,21.912
-1.167,1.065,0.354,-91.858,-11.658,22.034
-1.204,1.072,0.226,-56.580,-16.541,14.221
-1.156,0.981,0.249,-35.522,-20.325,6.958
-0.887,0.703,0.359,-16.174,-8.972,1.892
-0.782,0.539,0.361,-9.521,8.545,12.085
-0.694,0.018,0.176,9.521,10.132,6.348
-0.700,-0.180,0.027,108.643,-29.419,-57.190
-0.649,-0.408,-0.036,178.284,-47.180,-97.778
-0.437,-0.595,0.150,240.540,47.546,-133.362
0.229,-0.917,0.940,226.013,126.648,-127.991
0.514,-0.954,1.309,182.068,160.645,-86.731
0.624,-1.046,1.428,174.927,115.845,-56.763
0.605,-1.354,1.099,181.335,15.198,-40.588
0.326,-1.607,0.753,188.599,-20.264,-74.768
0.310,-1.435,0.944,201.111,28.198,-141.663
0.648,-1.051,1.462,177.368,78.064,-139.587
0.731,-0.904,1.517,91.675,70.618,-69.580
0.471,-0.803,1.113,63.354,10.437,-31.250
0.186,-0.774,0.811,58.899,-77.087,-0.244
-0.270,-0.641,0.602,78.003,-65.979,-14.404
-0.250,-0.601,0.757,91.003,23.132,-56.091
0.044,-0.456,1.107,70.251,60.181,-59.448
0.167,-0.342,1.165,20.325,68.848,-30.640
0.126,-0.202,1.047,8.118,45.776,-11.841
-0.019,-0.270,0.979,5.554,19.470,5.005
-0.292,-0.530,0.850,-2.502,0.916,21.301
-0.355,-0.559,0.762,-16.602,15.686,3.052
-0.318,-0.421,0.644,-11.719,15.198,-9.094
-0.268,-0.364,0.672,-0.793,9.033,-16.602
-0.165,-0.309,0.829,13.733,2.686,-15.564
-0.169,-0.292,0.876,10.803,0.244,1.404
-0.253,-0.312,0.913,10.437,-5.371,6.531
-0.291,-0.327,0.902,7.874,-8.728,9.521
-0.309,-0.320,0.852,6.592,-5.249,8.240
-0.282,-0.309,0.822,6.226,1.282,6.226
-0.298,-0.329,0.771,9.155,-0.671,8.728
-0.341,-0.360,0.795,18.127,-3.662,10.071
-0.387,-0.418,0.884,15.808,1.709,8.179
-0.376,-0.397,0.902,-0.977,16.479,4.089
-0.323,-0.282,0.945,-2.808,17.456,2.197
-0.310,-0.281,1.011,7.629,8.484,1.465
-0.288,-0.338,1.112,8.240,3.662,0.977
-0.279,-0.323,1.077,0.610,-7.874,0.671
-0.299,-0.280,0.958,2.014,-14.465,1.526
-0.314,-0.307,0.943,8.789,-17.090,-0.061
-0.311,-0.354,0.932,5.676,-10.437,-1.038
-0.294,-0.340,0.915,-4.089,2.197,-1.099
-0.276,-0.304,0.903,-3.601,2.075,-1.526
-0.285,-0.320,0.918,1.282,3.235,-1.282
-0.289,-0.329,0.917,-2.441,9.521,0.305
-0.272,-0.310,0.918,-5.981,8.362,1.709
-0.271,-0.319,0.938,-1.709,1.282,0.671
-0.279,-0.324,0.934,4.395,-7.874,-1.038
-0.276,-0.316,0.917,4.211,-8.545,-1.099
-0.270,-0.306,0.910,0.854,-5.798,0.977
-0.279,-0.313,0.906,-0.916,-3.357,2.258
-0.290,-0.321,0.906,-4.822,2.686,3.540
-0.296,-0.328,0.920,-5.371,4.944,2.625
-0.283,-0.328,0.926,-4.761,5.249,0.488
-0.258,-0.310,0.921,-5.737,3.601,1.160
-0.247,-0.303,0.908,-7.568,-2.441,5.310
-0.262,-0.313,0.833,-7.019,-7.996,8.484
-0.351,-0.352,0.783,-1.282,-17.639,11.658
-0.382,-0.373,0.804,2.075,-15.381,8.911
-0.351,-0.353,0.888,1.282,0.854,-1.160
-0.304,-0.312,0.934,-2.014,8.850,-5.127
-0.228,-0.252,0.977,-7.568,14.404,-4.700
-0.232,-0.254,0.971,-7.080,4.333,2.930
-0.290,-0.297,0.934,-5.859,-0.488,5.127
-0.317,-0.315,0.918,-3.174,-2.686,3.235
-0.313,-0.316,0.931,-1.465,-1.343,-0.244
-0.286,-0.313,0.957,-0.305,2.930,-5.371
-0.232,-0.296,0.997,-2.197,4.211,-5.615
-0.212,-0.281,0.997,-8.911,4.395,-1.221
-0.207,-0.263,0.979,-11.414,2.991,2.502
-0.252,-0.279,0.957,-13.367,-1.465,8.118
-0.272,-0.291,0.944,-16.663,-2.136,9.583
-0.287,-0.306,0.918,-17.700,-2.197,8.850
-0.279,-0.303,0.902,-17.822,-3.662,6.165
-0.256,-0.283,0.843,-16.785,-5.127,5.615
-0.259,-0.268,0.812,-10.681,-7.874,5.737
-0.277,-0.273,0.805,-6.958,-7.019,5.432
-0.290,-0.271,0.824,-5.066,-0.854,5.371
-0.295,-0.268,0.836,-4.761,2.075,5.554
-0.295,-0.269,0.885,-1.587,5.249,3.784
-0.286,-0.263,0.910,1.404,5.920,-0.061
-0.252,-0.242,0.942,1.770,5.676,-0.854
-0.239,-0.237,0.947,1.160,3.357,1.038
-0.246,-0.238,0.934,0.671,0.916,3.174
-0.264,-0.246,0.922,0.183,-2.686,6.592
-0.294,-0.273,0.916,-0.305,-1.221,6.409
-0.291,-0.278,0.922,-1.465,3.906,3.662
-0.274,-0.274,0.929,-0.977,3.601,2.502
-0.267,-0.270,0.931,1.099,-0.061,1.709
-0.257,-0.271,0.939,1.099,-0.488,1.892
-0.255,-0.276,0.938,-2.686,0.610,4.700
-0.262,-0.276,0.924,-4.456,0.305,6.470
-0.275,-0.282,0.908,-4.639,-3.174,7.568
-0.308,-0.298,0.885,-3.845,-3.479,6.592
-0.315,-0.298,0.885,-0.732,0.122,2.441
-0.297,-0.287,0.912,0.977,2.014,0.732
-0.283,-0.277,0.931,1.221,3.723,1.282
-0.272,-0.274,0.945,-0.183,3.052,3.174
-0.283,-0.279,0.936,-2.808,-0.122,5.920
-0.305,-0.287,0.913,-2.808,-0.732,5.859
-0.306,-0.289,0.913,0.610,-0.549,2.502
-0.289,-0.281,0.934,2.930,-0.671,0.427
-0.281,-0.281,0.951,3.296,0.732,-0.732
-0.278,-0.285,0.975,0.732,1.770,0.061
-0.274,-0.279,0.967,-4.395,1.099,1.709
-0.270,-0.279,0.955,-4.333,-3.174,2.991
-0.272,-0.283,0.923,-3.235,-5.249,3.296
-0.275,-0.283,0.913,-0.671,-5.920,2.502

-1.003,0.582,1.131,-25.452,2.197,-8.240
-1.025,0.658,1.102,-29.419,-42.908,-10.620
-1.096,0.776,0.960,-30.884,-62.073,-10.132
-1.158,0.838,0.869,-36.926,-69.946,-5.676
-1.343,0.917,0.695,-41.870,-60.364,-1.648
-1.428,0.904,0.523,-48.279,-34.302,1.099
-1.391,0.913,0.448,-42.603,-26.978,-5.920
-1.297,0.949,0.403,-11.902,-21.606,-25.452
-1.256,0.924,0.429,5.981,-23.376,-32.410
-1.034,0.647,0.505,31.799,-24.597,-39.673
-0.859,0.435,0.554,33.325,-29.114,-20.996
-0.573,-0.309,0.247,30.823,-27.954,-6.958
-0.538,-0.752,-0.022,73.364,8.911,-40.344
-0.111,-1.095,0.158,121.643,53.650,-98.145
0.270,-1.110,0.641,203.125,159.729,-173.035
1.012,-1.073,1.797,201.660,191.345,-157.654
1.150,-1.017,2.010,128.723,94.238,-77.454
0.838,-0.916,1.393,92.590,-5.310,-38.818
0.546,-0.962,0.837,60.242,-94.910,9.766
0.101,-1.112,0.337,84.045,-64.941,-4.395
0.082,-1.128,0.610,167.847,31.494,-83.374
0.244,-0.979,1.329,168.030,62.561,-98.877
0.274,-0.901,1.437,77.576,48.584,-58.167
0.183,-0.703,0.976,27.832,17.700,-33.020
0.101,-0.555,0.720,14.038,-3.906,-19.714
0.023,-0.432,0.756,38.269,14.343,-26.184
0.025,-0.448,0.931,59.692,52.795,-31.555
0.017,-0.520,1.050,49.866,53.772,-24.963
-0.014,-0.540,0.970,16.846,27.710,-10.803
-0.130,-0.403,0.706,4.272,15.442,-3.479
-0.214,-0.353,0.620,0.916,6.165,4.944
-0.287,-0.354,0.596,17.395,5.676,7.019
-0.357,-0.380,0.813,26.794,16.724,-2.014
-0.223,-0.403,1.151,25.330,48.401,-17.944
-0.101,-0.354,1.266,-2.686,52.795,-18.616
0.060,-0.195,1.165,-14.282,36.926,-8.484
-0.013,-0.174,0.982,-13.062,-22.705,24.292
-0.281,-0.277,0.714,-2.869,-44.434,30.884
-0.359,-0.335,0.649,15.930,-44.006,21.301
-0.411,-0.375,0.695,21.484,-30.823,12.939
-0.390,-0.388,0.785,19.897,-0.977,-0.305
-0.315,-0.360,0.937,12.329,9.521,-2.930
-0.273,-0.308,0.968,-1.953,14.832,-1.770
-0.259,-0.259,0.982,-3.174,11.658,2.502
-0.287,-0.279,0.982,1.099,1.221,8.240
-0.337,-0.312,0.931,2.686,-3.540,7.629
-0.361,-0.320,0.900,8.789,-10.071,2.441
-0.371,-0.338,0.937,12.756,-9.888,-3.418
-0.332,-0.337,0.983,10.071,0.732,-12.390
-0.225,-0.298,1.007,2.808,8.118,-12.512
-0.180,-0.254,0.961,-9.338,8.484,-2.686
-0.211,-0.218,0.923,-6.531,0.000,2.441
-0.258,-0.246,0.920,3.296,-3.784,4.211
-0.294,-0.301,0.950,4.395,1.221,2.258
-0.278,-0.312,0.959,-1.404,9.521,-0.183
-0.238,-0.299,0.942,-5.188,8.789,0.061
-0.254,-0.281,0.903,-5.371,0.793,3.113
-0.269,-0.285,0.893,-1.343,-4.028,3.601
-0.278,-0.286,0.891,5.371,-6.653,1.343
-0.278,-0.285,0.898,6.104,-4.333,0.488
-0.275,-0.282,0.908,1.648,3.601,0.183
-0.267,-0.276,0.906,-1.343,7.019,1.221
-0.270,-0.278,0.905,-1.038,5.554,1.953
-0.274,-0.290,0.911,0.427,2.930,1.282
-0.280,-0.288,0.902,2.136,-0.183,0.732
-0.276,-0.283,0.896,2.991,-1.465,0.305
-0.283,-0.283,0.895,4.761,-3.052,0.488
-0.296,-0.291,0.901,4.211,-1.465,0.916
-0.298,-0.294,0.917,2.869,0.732,0.549
-0.286,-0.295,0.924,0.732,5.371,-0.183
-0.259,-0.287,0.939,0.854,6.104,-0.977
-0.248,-0.286,0.948,1.343,3.540,-2.136
-0.242,-0.286,0.946,0.671,1.221,-1.343
-0.243,-0.276,0.936,-1.038,-1.465,1.343
-0.253,-0.279,0.916,-0.488,-3.174,2.747
-0.266,-0.295,0.905,1.343,-5.920,4.089
-0.293,-0.311,0.879,1.587,-5.127,3.601
-0.292,-0.308,0.877,2.747,-0.305,0.122
-0.269,-0.290,0.903,3.845,2.014,-1.526
-0.258,-0.288,0.922,3.967,5.432,-1.953
-0.246,-0.289,0.937,2.197,6.042,-0.916
-0.248,-0.280,0.938,-0.183,3.418,1.038
-0.254,-0.284,0.939,0.183,1.526,1.526
-0.261,-0.294,0.920,-0.122,-0.366,2.808
-0.267,-0.295,0.903,0.549,-1.099,3.296
-0.277,-0.302,0.900,2.441,-0.916,2.136
-0.269,-0.309,0.918,3.906,1.282,-0.183
-0.254,-0.310,0.943,2.441,2.563,-0.488
-0.248,-0.299,0.940,-1.770,4.089,0.305
-0.234,-0.280,0.920,-3.052,4.333,1.343
-0.233,-0.282,0.907,-1.770,0.916,4.333
-0.270,-0.315,0.891,0.977,-3.174,4.883
-0.292,-0.322,0.891,5.432,-7.263,0.549
-0.296,-0.327,0.886,6.592,-5.554,-3.235
-0.282,-0.330,0.903,5.371,1.770,-4.150
-0.254,-0.305,0.945,2.686,5.249,-2.502
-0.239,-0.297,0.962,-1.099,7.751,-0.549
-0.217,-0.303,0.997,-2.197,6.958,0.305
-0.219,-0.307,1.006,-5.859,4.028,2.625
-0.226,-0.304,0.984,-8.484,2.930,3.723
-0.226,-0.296,0.963,-11.108,1.099,5.676
-0.236,-0.295,0.945,-9.644,-0.854,5.920
-0.243,-0.312,0.955,-6.287,-3.723,5.310
-0.258,-0.324,0.973,-7.812,-2.869,5.188
-0.260,-0.317,0.969,-14.282,0.549,4.944
-0.251,-0.305,0.962,-17.212,1.587,5.066
-0.252,-0.292,0.958,-21.240,2.686,7.141
-0.256,-0.290,0.943,-21.790,2.625,8.240
-0.255,-0.299,0.935,-20.630,1.343,8.911
-0.252,-0.289,0.922,-19.714,0.488,8.362
-0.252,-0.282,0.921,-16.663,-1.465,7.019
-0.250,-0.290,0.937,-15.564,-1.953,6.775
-0.247,-0.300,0.946,-17.151,-1.587,6.531
-0.229,-0.304,0.948,-19.592,-0.671,6.042
-0.218,-0.293,0.941,-23.926,1.648,5.737
-0.203,-0.260,0.935,-24.536,1.648,6.409
-0.202,-0.256,0.939,-22.705,-1.892,7.629
-0.206,-0.273,0.954,-22.034,-4.761,8.484
-0.211,-0.285,0.951,-25.940,-8.362,11.108

-1.104,0.761,0.679,-32.776,-44.678,8.728
-1.078,0.796,0.676,-41.565,4.089,23.010
-1.109,0.818,0.599,-42.847,12.085,32.532
-1.172,0.773,0.544,-25.757,2.441,41.321
-1.382,0.600,0.433,-7.751,-3.418,32.288
-1.455,0.460,0.366,29.663,4.883,-5.188
-1.392,0.413,0.359,45.837,9.338,-24.414
-1.157,0.249,0.259,63.293,-9.827,-40.039
-1.035,0.033,0.115,61.279,-15.991,-30.518
-0.927,-0.391,-0.081,45.776,42.908,-15.137
-0.517,-1.379,-0.113,56.641,105.164,-54.932
-0.062,-1.441,0.307,172.241,189.209,-207.520
0.967,-1.133,1.497,233.887,188.232,-241.821
1.263,-0.919,1.626,183.594,90.942,-148.743
1.108,-0.856,1.041,107.971,1.892,-69.336
0.841,-0.936,0.386,78.796,-91.003,30.884
0.140,-1.589,0.313,150.269,-56.274,10.925
0.000,-1.742,0.983,266.663,62.073,-130.310
0.314,-1.366,1.865,217.407,89.783,-152.893
0.493,-0.943,1.677,28.870,55.054,-80.872
0.522,-0.197,0.891,-0.183,21.667,-46.021
0.169,-0.158,1.028,57.556,-5.981,-17.334
0.056,-0.326,1.227,42.847,38.879,-8.301
-0.000,-0.374,1.236,4.639,52.734,-1.221
-0.014,-0.336,1.070,-21.606,44.312,7.568
-0.232,-0.390,0.820,-10.132,-16.785,26.184
-0.377,-0.473,0.773,8.240,-36.743,30.090
-0.466,-0.530,0.694,-2.014,-18.799,26.489
-0.404,-0.458,0.636,-18.372,7.324,13.977
-0.349,-0.336,0.538,-9.888,0.977,10.803
-0.435,-0.372,0.542,19.653,-16.052,11.108
-0.598,-0.497,0.698,23.254,-7.324,7.751
-0.569,-0.466,0.809,1.221,35.889,-3.540
-0.359,-0.256,0.992,-6.287,46.753,-7.080
-0.281,-0.209,1.064,2.563,28.809,-3.235
-0.256,-0.259,1.072,6.714,12.329,3.296
-0.298,-0.287,0.989,5.554,-13.489,16.113
-0.418,-0.326,0.816,7.019,-20.264,18.982
-0.464,-0.342,0.789,13.611,-17.029,12.146
-0.489,-0.375,0.836,12.207,-5.981,7.690
-0.479,-0.374,0.880,3.174,13.428,2.380
-0.423,-0.353,0.935,-0.122,14.893,0.671
-0.407,-0.334,0.921,-3.906,7.080,2.563
-0.413,-0.311,0.861,-3.540,4.761,3.662
-0.412,-0.306,0.854,1.282,7.690,0.793
-0.384,-0.314,0.911,4.700,8.850,-2.808
-0.354,-0.308,0.954,7.019,7.690,-9.399
-0.288,-0.284,0.997,5.188,7.202,-9.949
-0.266,-0.273,0.994,-1.465,5.127,-4.211
-0.270,-0.257,0.939,-4.456,2.930,-0.244
-0.292,-0.263,0.903,-8.667,2.380,6.897
-0.347,-0.306,0.837,-8.362,3.601,8.423
-0.369,-0.329,0.824,-1.404,3.601,4.944
-0.378,-0.343,0.835,1.831,2.808,1.160
-0.366,-0.325,0.851,3.906,3.174,-4.639
-0.322,-0.282,0.893,2.502,5.249,-4.822
-0.303,-0.266,0.911,-3.601,10.071,-0.183
-0.302,-0.258,0.907,-6.165,9.949,3.174
-0.363,-0.295,0.851,-7.446,4.456,8.972
-0.403,-0.309,0.825,-5.615,1.160,9.521
-0.428,-0.319,0.816,1.831,-0.854,3.662
-0.416,-0.328,0.845,4.578,1.099,-0.244
-0.389,-0.324,0.872,4.333,8.911,-5.981
-0.296,-0.274,0.927,1.282,13.123,-6.653
-0.255,-0.240,0.943,-4.578,14.038,-1.831
-0.249,-0.233,0.935,-5.615,9.766,2.991
-0.286,-0.251,0.923,-4.028,0.061,10.986
-0.350,-0.298,0.919,-1.770,-2.075,10.620
-0.353,-0.314,0.921,0.488,-1.343,4.028
-0.327,-0.293,0.917,0.305,-0.732,1.587
-0.315,-0.284,0.918,0.061,-0.671,-1.221
-0.296,-0.284,0.948,-0.488,-0.427,-1.343
-0.278,-0.280,0.969,-3.906,0.427,0.549
-0.276,-0.275,0.954,-6.348,-0.061,2.197
-0.303,-0.260,0.895,-9.033,-2.991,5.615
